"","Year","Geography","Age at time of death","Sex","Leading causes of death (ICD-10)","Value"
"906","2018","data.Canada","data.All ages","data.Both sexes","data.Influenza and pneumonia",23.2
"907","2018","data.Canada","data.All ages","data.Both sexes","data.Chronic lower respiratory diseases",35.3
"908","2018","data.Canada","data.All ages","data.Both sexes","data.Chronic liver disease and cirrhosis",9.6
"909","2018","data.Canada","data.All ages","data.Both sexes","data.Accidents (unintentional injuries)",41.8
"910","2018","data.Canada","data.All ages","data.Both sexes","data.Intentional self-harm (suicide)",12.3
"911","2018","data.Canada","data.All ages","data.Males","data.Malignant neoplasms",229.6
"912","2018","data.Canada","data.All ages","data.Males","data.Diabetes mellitus",20.6
"913","2018","data.Canada","data.All ages","data.Males","data.Alzheimer's disease",11.4
"914","2018","data.Canada","data.All ages","data.Males","data.Diseases of heart",159.9
"915","2018","data.Canada","data.All ages","data.Males","data.Cerebrovascular diseases",31.5
"916","2018","data.Canada","data.All ages","data.Males","data.Influenza and pneumonia",21.7
"917","2018","data.Canada","data.All ages","data.Males","data.Chronic lower respiratory diseases",35.3
"918","2018","data.Canada","data.All ages","data.Males","data.Chronic liver disease and cirrhosis",12.3
"919","2018","data.Canada","data.All ages","data.Males","data.Accidents (unintentional injuries)",50.2
"920","2018","data.Canada","data.All ages","data.Males","data.Intentional self-harm (suicide)",18.7
"921","2018","data.Canada","data.All ages","data.Females","data.Malignant neoplasms",201.2
"922","2018","data.Canada","data.All ages","data.Females","data.Diabetes mellitus",16.5
"923","2018","data.Canada","data.All ages","data.Females","data.Alzheimer's disease",23.3
"924","2018","data.Canada","data.All ages","data.Females","data.Diseases of heart",133
"925","2018","data.Canada","data.All ages","data.Females","data.Cerebrovascular diseases",41.6
"926","2018","data.Canada","data.All ages","data.Females","data.Influenza and pneumonia",24.7
"927","2018","data.Canada","data.All ages","data.Females","data.Chronic lower respiratory diseases",35.3
"928","2018","data.Canada","data.All ages","data.Females","data.Chronic liver disease and cirrhosis",7.1
"929","2018","data.Canada","data.All ages","data.Females","data.Accidents (unintentional injuries)",33.6
"930","2018","data.Canada","data.All ages","data.Females","data.Intentional self-harm (suicide)",6
"931","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Malignant neoplasms",2.1
"932","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Diabetes mellitus",0
"933","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Alzheimer's disease",0
"934","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Diseases of heart",0.3
"935","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Cerebrovascular diseases",0.1
"936","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Influenza and pneumonia",0.5
"937","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic lower respiratory diseases",0.1
"938","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic liver disease and cirrhosis",0
"939","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Accidents (unintentional injuries)",2.5
"940","2018","data.Canada","data.1 to 14 years","data.Both sexes","data.Intentional self-harm (suicide)",0.9
"941","2018","data.Canada","data.1 to 14 years","data.Males","data.Malignant neoplasms",2.4
"942","2018","data.Canada","data.1 to 14 years","data.Males","data.Diabetes mellitus",0
"943","2018","data.Canada","data.1 to 14 years","data.Males","data.Alzheimer's disease",0
"944","2018","data.Canada","data.1 to 14 years","data.Males","data.Diseases of heart",0.1
"945","2018","data.Canada","data.1 to 14 years","data.Males","data.Cerebrovascular diseases",0.2
"946","2018","data.Canada","data.1 to 14 years","data.Males","data.Influenza and pneumonia",0.6
"947","2018","data.Canada","data.1 to 14 years","data.Males","data.Chronic lower respiratory diseases",0.2
"948","2018","data.Canada","data.1 to 14 years","data.Males","data.Chronic liver disease and cirrhosis",0
"949","2018","data.Canada","data.1 to 14 years","data.Males","data.Accidents (unintentional injuries)",2.8
"950","2018","data.Canada","data.1 to 14 years","data.Males","data.Intentional self-harm (suicide)",0.8
"951","2018","data.Canada","data.1 to 14 years","data.Females","data.Malignant neoplasms",1.7
"952","2018","data.Canada","data.1 to 14 years","data.Females","data.Diabetes mellitus",0
"953","2018","data.Canada","data.1 to 14 years","data.Females","data.Alzheimer's disease",0
"954","2018","data.Canada","data.1 to 14 years","data.Females","data.Diseases of heart",0.4
"955","2018","data.Canada","data.1 to 14 years","data.Females","data.Cerebrovascular diseases",0
"956","2018","data.Canada","data.1 to 14 years","data.Females","data.Influenza and pneumonia",0.5
"957","2018","data.Canada","data.1 to 14 years","data.Females","data.Chronic lower respiratory diseases",0
"958","2018","data.Canada","data.1 to 14 years","data.Females","data.Chronic liver disease and cirrhosis",0
"959","2018","data.Canada","data.1 to 14 years","data.Females","data.Accidents (unintentional injuries)",2.2
"960","2018","data.Canada","data.1 to 14 years","data.Females","data.Intentional self-harm (suicide)",1
"961","2018","data.Canada","data.15 to 24","data.Both sexes","data.Malignant neoplasms",2.7
"962","2018","data.Canada","data.15 to 24","data.Both sexes","data.Diabetes mellitus",0.4
"963","2018","data.Canada","data.15 to 24","data.Both sexes","data.Alzheimer's disease",0
"964","2018","data.Canada","data.15 to 24","data.Both sexes","data.Diseases of heart",1.1
"965","2018","data.Canada","data.15 to 24","data.Both sexes","data.Cerebrovascular diseases",0.3
"966","2018","data.Canada","data.15 to 24","data.Both sexes","data.Influenza and pneumonia",0.3
"967","2018","data.Canada","data.15 to 24","data.Both sexes","data.Chronic lower respiratory diseases",0.1
"968","2018","data.Canada","data.15 to 24","data.Both sexes","data.Chronic liver disease and cirrhosis",0.1
"969","2018","data.Canada","data.15 to 24","data.Both sexes","data.Accidents (unintentional injuries)",18.1
"970","2018","data.Canada","data.15 to 24","data.Both sexes","data.Intentional self-harm (suicide)",13.7
"971","2018","data.Canada","data.15 to 24","data.Males","data.Malignant neoplasms",3.1
"972","2018","data.Canada","data.15 to 24","data.Males","data.Diabetes mellitus",0.2
"973","2018","data.Canada","data.15 to 24","data.Males","data.Alzheimer's disease",0
"974","2018","data.Canada","data.15 to 24","data.Males","data.Diseases of heart",1.4
"975","2018","data.Canada","data.15 to 24","data.Males","data.Cerebrovascular diseases",0.4
"976","2018","data.Canada","data.15 to 24","data.Males","data.Influenza and pneumonia",0.4
"977","2018","data.Canada","data.15 to 24","data.Males","data.Chronic lower respiratory diseases",0.1
"978","2018","data.Canada","data.15 to 24","data.Males","data.Chronic liver disease and cirrhosis",0
"979","2018","data.Canada","data.15 to 24","data.Males","data.Accidents (unintentional injuries)",24.8
"980","2018","data.Canada","data.15 to 24","data.Males","data.Intentional self-harm (suicide)",19.3
"981","2018","data.Canada","data.15 to 24","data.Females","data.Malignant neoplasms",2.3
"982","2018","data.Canada","data.15 to 24","data.Females","data.Diabetes mellitus",0.5
"983","2018","data.Canada","data.15 to 24","data.Females","data.Alzheimer's disease",0
"984","2018","data.Canada","data.15 to 24","data.Females","data.Diseases of heart",0.8
"985","2018","data.Canada","data.15 to 24","data.Females","data.Cerebrovascular diseases",0.2
"986","2018","data.Canada","data.15 to 24","data.Females","data.Influenza and pneumonia",0.2
"987","2018","data.Canada","data.15 to 24","data.Females","data.Chronic lower respiratory diseases",0.1
"988","2018","data.Canada","data.15 to 24","data.Females","data.Chronic liver disease and cirrhosis",0.2
"989","2018","data.Canada","data.15 to 24","data.Females","data.Accidents (unintentional injuries)",10.8
"990","2018","data.Canada","data.15 to 24","data.Females","data.Intentional self-harm (suicide)",7.7
"991","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Malignant neoplasms",7.1
"992","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Diabetes mellitus",0.9
"993","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Alzheimer's disease",0
"994","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Diseases of heart",3.3
"995","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Cerebrovascular diseases",0.4
"996","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Influenza and pneumonia",0.6
"997","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic lower respiratory diseases",0.2
"998","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic liver disease and cirrhosis",1.1
"999","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Accidents (unintentional injuries)",31.4
"1000","2018","data.Canada","data.25 to 34 years","data.Both sexes","data.Intentional self-harm (suicide)",13.3
"1001","2018","data.Canada","data.25 to 34 years","data.Males","data.Malignant neoplasms",6.4
"1002","2018","data.Canada","data.25 to 34 years","data.Males","data.Diabetes mellitus",1
"1003","2018","data.Canada","data.25 to 34 years","data.Males","data.Alzheimer's disease",0
"1004","2018","data.Canada","data.25 to 34 years","data.Males","data.Diseases of heart",4.4
"1005","2018","data.Canada","data.25 to 34 years","data.Males","data.Cerebrovascular diseases",0.4
"1006","2018","data.Canada","data.25 to 34 years","data.Males","data.Influenza and pneumonia",0.6
"1007","2018","data.Canada","data.25 to 34 years","data.Males","data.Chronic lower respiratory diseases",0.3
"1008","2018","data.Canada","data.25 to 34 years","data.Males","data.Chronic liver disease and cirrhosis",0.8
"1009","2018","data.Canada","data.25 to 34 years","data.Males","data.Accidents (unintentional injuries)",46.3
"1010","2018","data.Canada","data.25 to 34 years","data.Males","data.Intentional self-harm (suicide)",19.8
"1011","2018","data.Canada","data.25 to 34 years","data.Females","data.Malignant neoplasms",7.9
"1012","2018","data.Canada","data.25 to 34 years","data.Females","data.Diabetes mellitus",0.8
"1013","2018","data.Canada","data.25 to 34 years","data.Females","data.Alzheimer's disease",0
"1014","2018","data.Canada","data.25 to 34 years","data.Females","data.Diseases of heart",2.3
"1015","2018","data.Canada","data.25 to 34 years","data.Females","data.Cerebrovascular diseases",0.4
"1016","2018","data.Canada","data.25 to 34 years","data.Females","data.Influenza and pneumonia",0.7
"1017","2018","data.Canada","data.25 to 34 years","data.Females","data.Chronic lower respiratory diseases",0.2
"1018","2018","data.Canada","data.25 to 34 years","data.Females","data.Chronic liver disease and cirrhosis",1.3
"1019","2018","data.Canada","data.25 to 34 years","data.Females","data.Accidents (unintentional injuries)",15.9
"1020","2018","data.Canada","data.25 to 34 years","data.Females","data.Intentional self-harm (suicide)",6.5
"1021","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Malignant neoplasms",21.5
"1022","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Diabetes mellitus",2.2
"1023","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Alzheimer's disease",0
"1024","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Diseases of heart",9.5
"1025","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Cerebrovascular diseases",2.3
"1026","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Influenza and pneumonia",1.4
"1027","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic lower respiratory diseases",0.5
"1028","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic liver disease and cirrhosis",3.9
"1029","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Accidents (unintentional injuries)",30.2
"1030","2018","data.Canada","data.35 to 44 years","data.Both sexes","data.Intentional self-harm (suicide)",14.3
"1031","2018","data.Canada","data.35 to 44 years","data.Males","data.Malignant neoplasms",18.6
"1032","2018","data.Canada","data.35 to 44 years","data.Males","data.Diabetes mellitus",2.6
"1033","2018","data.Canada","data.35 to 44 years","data.Males","data.Alzheimer's disease",0
"1034","2018","data.Canada","data.35 to 44 years","data.Males","data.Diseases of heart",13.7
"1035","2018","data.Canada","data.35 to 44 years","data.Males","data.Cerebrovascular diseases",2.9
"1036","2018","data.Canada","data.35 to 44 years","data.Males","data.Influenza and pneumonia",1.6
"1037","2018","data.Canada","data.35 to 44 years","data.Males","data.Chronic lower respiratory diseases",0.6
"1038","2018","data.Canada","data.35 to 44 years","data.Males","data.Chronic liver disease and cirrhosis",4.2
"1039","2018","data.Canada","data.35 to 44 years","data.Males","data.Accidents (unintentional injuries)",45.3
"1040","2018","data.Canada","data.35 to 44 years","data.Males","data.Intentional self-harm (suicide)",22
"1041","2018","data.Canada","data.35 to 44 years","data.Females","data.Malignant neoplasms",24.3
"1042","2018","data.Canada","data.35 to 44 years","data.Females","data.Diabetes mellitus",1.8
"1043","2018","data.Canada","data.35 to 44 years","data.Females","data.Alzheimer's disease",0
"1044","2018","data.Canada","data.35 to 44 years","data.Females","data.Diseases of heart",5.4
"1045","2018","data.Canada","data.35 to 44 years","data.Females","data.Cerebrovascular diseases",1.7
"1046","2018","data.Canada","data.35 to 44 years","data.Females","data.Influenza and pneumonia",1.2
"1047","2018","data.Canada","data.35 to 44 years","data.Females","data.Chronic lower respiratory diseases",0.3
"1048","2018","data.Canada","data.35 to 44 years","data.Females","data.Chronic liver disease and cirrhosis",3.6
"1049","2018","data.Canada","data.35 to 44 years","data.Females","data.Accidents (unintentional injuries)",15.4
"1050","2018","data.Canada","data.35 to 44 years","data.Females","data.Intentional self-harm (suicide)",6.7
"1051","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Malignant neoplasms",76.3
"1052","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Diabetes mellitus",6.8
"1053","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Alzheimer's disease",0.1
"1054","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Diseases of heart",34.3
"1055","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Cerebrovascular diseases",6
"1056","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Influenza and pneumonia",3.8
"1057","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Chronic lower respiratory diseases",3.4
"1058","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Chronic liver disease and cirrhosis",9.8
"1059","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Accidents (unintentional injuries)",33.1
"1060","2018","data.Canada","data.45 to 54 years","data.Both sexes","data.Intentional self-harm (suicide)",18.5
"1061","2018","data.Canada","data.45 to 54 years","data.Males","data.Malignant neoplasms",72.1
"1062","2018","data.Canada","data.45 to 54 years","data.Males","data.Diabetes mellitus",9.2
"1063","2018","data.Canada","data.45 to 54 years","data.Males","data.Alzheimer's disease",0
"1064","2018","data.Canada","data.45 to 54 years","data.Males","data.Diseases of heart",53.4
"1065","2018","data.Canada","data.45 to 54 years","data.Males","data.Cerebrovascular diseases",7
"1066","2018","data.Canada","data.45 to 54 years","data.Males","data.Influenza and pneumonia",4.2
"1067","2018","data.Canada","data.45 to 54 years","data.Males","data.Chronic lower respiratory diseases",3.1
"1068","2018","data.Canada","data.45 to 54 years","data.Males","data.Chronic liver disease and cirrhosis",12.8
"1069","2018","data.Canada","data.45 to 54 years","data.Males","data.Accidents (unintentional injuries)",48.8
"1070","2018","data.Canada","data.45 to 54 years","data.Males","data.Intentional self-harm (suicide)",27.8
"1071","2018","data.Canada","data.45 to 54 years","data.Females","data.Malignant neoplasms",80.4
"1072","2018","data.Canada","data.45 to 54 years","data.Females","data.Diabetes mellitus",4.4
"1073","2018","data.Canada","data.45 to 54 years","data.Females","data.Alzheimer's disease",0.2
"1074","2018","data.Canada","data.45 to 54 years","data.Females","data.Diseases of heart",15.3
"1075","2018","data.Canada","data.45 to 54 years","data.Females","data.Cerebrovascular diseases",5
"1076","2018","data.Canada","data.45 to 54 years","data.Females","data.Influenza and pneumonia",3.4
"1077","2018","data.Canada","data.45 to 54 years","data.Females","data.Chronic lower respiratory diseases",3.6
"1078","2018","data.Canada","data.45 to 54 years","data.Females","data.Chronic liver disease and cirrhosis",6.8
"1079","2018","data.Canada","data.45 to 54 years","data.Females","data.Accidents (unintentional injuries)",17.6
"1080","2018","data.Canada","data.45 to 54 years","data.Females","data.Intentional self-harm (suicide)",9.3
"1081","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Malignant neoplasms",249.2
"1082","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Diabetes mellitus",15.5
"1083","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Alzheimer's disease",1.2
"1084","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Diseases of heart",98.3
"1085","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Cerebrovascular diseases",16.1
"1086","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Influenza and pneumonia",9
"1087","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic lower respiratory diseases",20.8
"1088","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic liver disease and cirrhosis",20.1
"1089","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Accidents (unintentional injuries)",33.6
"1090","2018","data.Canada","data.55 to 64 years","data.Both sexes","data.Intentional self-harm (suicide)",16.6
"1091","2018","data.Canada","data.55 to 64 years","data.Males","data.Malignant neoplasms",266.6
"1092","2018","data.Canada","data.55 to 64 years","data.Males","data.Diabetes mellitus",20.2
"1093","2018","data.Canada","data.55 to 64 years","data.Males","data.Alzheimer's disease",1.1
"1094","2018","data.Canada","data.55 to 64 years","data.Males","data.Diseases of heart",147.8
"1095","2018","data.Canada","data.55 to 64 years","data.Males","data.Cerebrovascular diseases",19.4
"1096","2018","data.Canada","data.55 to 64 years","data.Males","data.Influenza and pneumonia",10.9
"1097","2018","data.Canada","data.55 to 64 years","data.Males","data.Chronic lower respiratory diseases",22.7
"1098","2018","data.Canada","data.55 to 64 years","data.Males","data.Chronic liver disease and cirrhosis",27.5
"1099","2018","data.Canada","data.55 to 64 years","data.Males","data.Accidents (unintentional injuries)",50.5
"1100","2018","data.Canada","data.55 to 64 years","data.Males","data.Intentional self-harm (suicide)",25.5
"1101","2018","data.Canada","data.55 to 64 years","data.Females","data.Malignant neoplasms",232.2
"1102","2018","data.Canada","data.55 to 64 years","data.Females","data.Diabetes mellitus",11
"1103","2018","data.Canada","data.55 to 64 years","data.Females","data.Alzheimer's disease",1.4
"1104","2018","data.Canada","data.55 to 64 years","data.Females","data.Diseases of heart",50
"1105","2018","data.Canada","data.55 to 64 years","data.Females","data.Cerebrovascular diseases",12.8
"1106","2018","data.Canada","data.55 to 64 years","data.Females","data.Influenza and pneumonia",7.1
"1107","2018","data.Canada","data.55 to 64 years","data.Females","data.Chronic lower respiratory diseases",18.8
"1108","2018","data.Canada","data.55 to 64 years","data.Females","data.Chronic liver disease and cirrhosis",12.9
"1109","2018","data.Canada","data.55 to 64 years","data.Females","data.Accidents (unintentional injuries)",17
"1110","2018","data.Canada","data.55 to 64 years","data.Females","data.Intentional self-harm (suicide)",7.9
"1111","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Malignant neoplasms",592.5
"1112","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Diabetes mellitus",43.5
"1113","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Alzheimer's disease",9.8
"1114","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Diseases of heart",243.7
"1115","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Cerebrovascular diseases",48.8
"1116","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Influenza and pneumonia",23.7
"1117","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic lower respiratory diseases",79.3
"1118","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic liver disease and cirrhosis",26.7
"1119","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Accidents (unintentional injuries)",37.7
"1120","2018","data.Canada","data.65 to 74 years","data.Both sexes","data.Intentional self-harm (suicide)",11.4
"1121","2018","data.Canada","data.65 to 74 years","data.Males","data.Malignant neoplasms",681.5
"1122","2018","data.Canada","data.65 to 74 years","data.Males","data.Diabetes mellitus",57.6
"1123","2018","data.Canada","data.65 to 74 years","data.Males","data.Alzheimer's disease",9.2
"1124","2018","data.Canada","data.65 to 74 years","data.Males","data.Diseases of heart",343
"1125","2018","data.Canada","data.65 to 74 years","data.Males","data.Cerebrovascular diseases",57.4
"1126","2018","data.Canada","data.65 to 74 years","data.Males","data.Influenza and pneumonia",30
"1127","2018","data.Canada","data.65 to 74 years","data.Males","data.Chronic lower respiratory diseases",85.7
"1128","2018","data.Canada","data.65 to 74 years","data.Males","data.Chronic liver disease and cirrhosis",36.1
"1129","2018","data.Canada","data.65 to 74 years","data.Males","data.Accidents (unintentional injuries)",49.3
"1130","2018","data.Canada","data.65 to 74 years","data.Males","data.Intentional self-harm (suicide)",17.7
"1131","2018","data.Canada","data.65 to 74 years","data.Females","data.Malignant neoplasms",509.5
"1132","2018","data.Canada","data.65 to 74 years","data.Females","data.Diabetes mellitus",30.2
"1133","2018","data.Canada","data.65 to 74 years","data.Females","data.Alzheimer's disease",10.3
"1134","2018","data.Canada","data.65 to 74 years","data.Females","data.Diseases of heart",150.9
"1135","2018","data.Canada","data.65 to 74 years","data.Females","data.Cerebrovascular diseases",40.8
"1136","2018","data.Canada","data.65 to 74 years","data.Females","data.Influenza and pneumonia",17.9
"1137","2018","data.Canada","data.65 to 74 years","data.Females","data.Chronic lower respiratory diseases",73.2
"1138","2018","data.Canada","data.65 to 74 years","data.Females","data.Chronic liver disease and cirrhosis",18
"1139","2018","data.Canada","data.65 to 74 years","data.Females","data.Accidents (unintentional injuries)",26.8
"1140","2018","data.Canada","data.65 to 74 years","data.Females","data.Intentional self-harm (suicide)",5.6
"1141","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Malignant neoplasms",1219.9
"1142","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Diabetes mellitus",99.8
"1143","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Alzheimer's disease",86.5
"1144","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Diseases of heart",700.3
"1145","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Cerebrovascular diseases",199.7
"1146","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Influenza and pneumonia",99
"1147","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic lower respiratory diseases",231.6
"1148","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic liver disease and cirrhosis",31
"1149","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Accidents (unintentional injuries)",114.4
"1150","2018","data.Canada","data.75 to 84 years","data.Both sexes","data.Intentional self-harm (suicide)",11.7
"1151","2018","data.Canada","data.75 to 84 years","data.Males","data.Malignant neoplasms",1476.1
"1152","2018","data.Canada","data.75 to 84 years","data.Males","data.Diabetes mellitus",123.8
"1153","2018","data.Canada","data.75 to 84 years","data.Males","data.Alzheimer's disease",78.6
"1154","2018","data.Canada","data.75 to 84 years","data.Males","data.Diseases of heart",903.7
"1155","2018","data.Canada","data.75 to 84 years","data.Males","data.Cerebrovascular diseases",211.3
"1156","2018","data.Canada","data.75 to 84 years","data.Males","data.Influenza and pneumonia",117.9
"1157","2018","data.Canada","data.75 to 84 years","data.Males","data.Chronic lower respiratory diseases",256.2
"1158","2018","data.Canada","data.75 to 84 years","data.Males","data.Chronic liver disease and cirrhosis",40.6
"1159","2018","data.Canada","data.75 to 84 years","data.Males","data.Accidents (unintentional injuries)",136.4
"1160","2018","data.Canada","data.75 to 84 years","data.Males","data.Intentional self-harm (suicide)",21.6
"1161","2018","data.Canada","data.75 to 84 years","data.Females","data.Malignant neoplasms",1006.4
"1162","2018","data.Canada","data.75 to 84 years","data.Females","data.Diabetes mellitus",79.8
"1163","2018","data.Canada","data.75 to 84 years","data.Females","data.Alzheimer's disease",93.1
"1164","2018","data.Canada","data.75 to 84 years","data.Females","data.Diseases of heart",530.8
"1165","2018","data.Canada","data.75 to 84 years","data.Females","data.Cerebrovascular diseases",190
"1166","2018","data.Canada","data.75 to 84 years","data.Females","data.Influenza and pneumonia",83.2
"1167","2018","data.Canada","data.75 to 84 years","data.Females","data.Chronic lower respiratory diseases",211.1
"1168","2018","data.Canada","data.75 to 84 years","data.Females","data.Chronic liver disease and cirrhosis",23.1
"1169","2018","data.Canada","data.75 to 84 years","data.Females","data.Accidents (unintentional injuries)",96.1
"1170","2018","data.Canada","data.75 to 84 years","data.Females","data.Intentional self-harm (suicide)",3.4
"1171","2018","data.Canada","data.85 and over","data.Both sexes","data.Malignant neoplasms",2056.8
"1172","2018","data.Canada","data.85 and over","data.Both sexes","data.Diabetes mellitus",255.5
"1173","2018","data.Canada","data.85 and over","data.Both sexes","data.Alzheimer's disease",537.1
"1174","2018","data.Canada","data.85 and over","data.Both sexes","data.Diseases of heart",3012.4
"1175","2018","data.Canada","data.85 and over","data.Both sexes","data.Cerebrovascular diseases",823.2
"1176","2018","data.Canada","data.85 and over","data.Both sexes","data.Influenza and pneumonia",618.7
"1177","2018","data.Canada","data.85 and over","data.Both sexes","data.Chronic lower respiratory diseases",555.1
"1178","2018","data.Canada","data.85 and over","data.Both sexes","data.Chronic liver disease and cirrhosis",28.3
"1179","2018","data.Canada","data.85 and over","data.Both sexes","data.Accidents (unintentional injuries)",549.6
"1180","2018","data.Canada","data.85 and over","data.Both sexes","data.Intentional self-harm (suicide)",11.1
"1181","2018","data.Canada","data.85 and over","data.Males","data.Malignant neoplasms",2796.3
"1182","2018","data.Canada","data.85 and over","data.Males","data.Diabetes mellitus",297.1
"1183","2018","data.Canada","data.85 and over","data.Males","data.Alzheimer's disease",421.3
"1184","2018","data.Canada","data.85 and over","data.Males","data.Diseases of heart",3411.9
"1185","2018","data.Canada","data.85 and over","data.Males","data.Cerebrovascular diseases",748.9
"1186","2018","data.Canada","data.85 and over","data.Males","data.Influenza and pneumonia",676.1
"1187","2018","data.Canada","data.85 and over","data.Males","data.Chronic lower respiratory diseases",712.9
"1188","2018","data.Canada","data.85 and over","data.Males","data.Chronic liver disease and cirrhosis",41.9
"1189","2018","data.Canada","data.85 and over","data.Males","data.Accidents (unintentional injuries)",578.8
"1190","2018","data.Canada","data.85 and over","data.Males","data.Intentional self-harm (suicide)",23.5
"1191","2018","data.Canada","data.85 and over","data.Females","data.Malignant neoplasms",1641.5
"1192","2018","data.Canada","data.85 and over","data.Females","data.Diabetes mellitus",232.2
"1193","2018","data.Canada","data.85 and over","data.Females","data.Alzheimer's disease",602.1
"1194","2018","data.Canada","data.85 and over","data.Females","data.Diseases of heart",2788.1
"1195","2018","data.Canada","data.85 and over","data.Females","data.Cerebrovascular diseases",864.9
"1196","2018","data.Canada","data.85 and over","data.Females","data.Influenza and pneumonia",586.5
"1197","2018","data.Canada","data.85 and over","data.Females","data.Chronic lower respiratory diseases",466.5
"1198","2018","data.Canada","data.85 and over","data.Females","data.Chronic liver disease and cirrhosis",20.6
"1199","2018","data.Canada","data.85 and over","data.Females","data.Accidents (unintentional injuries)",533.2
"1200","2018","data.Canada","data.85 and over","data.Females","data.Intentional self-harm (suicide)",4.2
"1201","2019","data.Canada","data.All ages","data.Both sexes","data.Malignant neoplasms",214
"1202","2019","data.Canada","data.All ages","data.Both sexes","data.Diabetes mellitus",18.6
"1203","2019","data.Canada","data.All ages","data.Both sexes","data.Alzheimer's disease",16.5
"1204","2019","data.Canada","data.All ages","data.Both sexes","data.Diseases of heart",141.9
"1205","2019","data.Canada","data.All ages","data.Both sexes","data.Cerebrovascular diseases",36.5
"1206","2019","data.Canada","data.All ages","data.Both sexes","data.Influenza and pneumonia",18.5
"1207","2019","data.Canada","data.All ages","data.Both sexes","data.Chronic lower respiratory diseases",34.3
"1208","2019","data.Canada","data.All ages","data.Both sexes","data.Chronic liver disease and cirrhosis",9.9
"1209","2019","data.Canada","data.All ages","data.Both sexes","data.Accidents (unintentional injuries)",39.7
"1210","2019","data.Canada","data.All ages","data.Both sexes","data.Intentional self-harm (suicide)",12.1
"1211","2019","data.Canada","data.All ages","data.Males","data.Malignant neoplasms",230.3
"1212","2019","data.Canada","data.All ages","data.Males","data.Diabetes mellitus",21
