"Year","data.Geography","data.Sex","data.Age group","GeoCode","Value"
"2017","data.Prince Edward Island","data.Males","data.55 years and over",11,0
"2017","data.Prince Edward Island","data.Males","data.65 years and over",11,0
"2017","data.Quebec","data.Both sexes","data.15 to 24 years",24,11.35
"2017","data.Quebec","data.Both sexes","data.15 years and over",24,20.74
"2017","data.Quebec","data.Both sexes","data.25 to 44 years",24,33.76
"2017","data.Quebec","data.Both sexes","data.25 to 54 years",24,33.34
"2017","data.Quebec","data.Both sexes","data.25 years and over",24,26.44
"2017","data.Quebec","data.Both sexes","data.45 years and over",24,21.05
"2017","data.Quebec","data.Both sexes","data.55 to 64 years",24,21.33
"2017","data.Quebec","data.Both sexes","data.55 years and over",24,15.31
"2017","data.Quebec","data.Both sexes","data.65 years and over",24,4.52
"2017","data.Quebec","data.Females","data.15 to 24 years",24,10.48
"2017","data.Quebec","data.Females","data.15 years and over",24,19.95
"2017","data.Quebec","data.Females","data.25 to 44 years",24,29.91
"2017","data.Quebec","data.Females","data.25 to 54 years",24,29.61
"2017","data.Quebec","data.Females","data.25 years and over",24,25.04
"2017","data.Quebec","data.Females","data.45 years and over",24,21.01
"2017","data.Quebec","data.Females","data.55 to 64 years",24,19.85
"2017","data.Quebec","data.Females","data.55 years and over",24,15.83
"2017","data.Quebec","data.Females","data.65 years and over",24,0
"2017","data.Quebec","data.Males","data.15 to 24 years",24,12.62
"2017","data.Quebec","data.Males","data.15 years and over",24,22.06
"2017","data.Quebec","data.Males","data.25 to 44 years",24,42.72
"2017","data.Quebec","data.Males","data.25 to 54 years",24,42.08
"2017","data.Quebec","data.Males","data.25 years and over",24,29
"2017","data.Quebec","data.Males","data.45 years and over",24,21.28
"2017","data.Quebec","data.Males","data.55 to 64 years",24,24.4
"2017","data.Quebec","data.Males","data.55 years and over",24,14.64
"2017","data.Quebec","data.Males","data.65 years and over",24,0
"2017","data.Saskatchewan","data.Both sexes","data.15 to 24 years",47,20.48
"2017","data.Saskatchewan","data.Both sexes","data.15 years and over",47,23.77
"2017","data.Saskatchewan","data.Both sexes","data.25 to 44 years",47,32.84
"2017","data.Saskatchewan","data.Both sexes","data.25 to 54 years",47,32.22
"2017","data.Saskatchewan","data.Both sexes","data.25 years and over",47,25.23
"2017","data.Saskatchewan","data.Both sexes","data.45 years and over",47,20.51
"2017","data.Saskatchewan","data.Both sexes","data.55 to 64 years",47,16.67
"2017","data.Saskatchewan","data.Both sexes","data.55 years and over",47,12.23
"2017","data.Saskatchewan","data.Both sexes","data.65 years and over",47,5.45
"2017","data.Saskatchewan","data.Females","data.15 to 24 years",47,21.03
"2017","data.Saskatchewan","data.Females","data.15 years and over",47,22.67
"2017","data.Saskatchewan","data.Females","data.25 to 44 years",47,28.29
"2017","data.Saskatchewan","data.Females","data.25 to 54 years",47,27.76
"2017","data.Saskatchewan","data.Females","data.25 years and over",47,23.57
"2017","data.Saskatchewan","data.Females","data.45 years and over",47,19.17
"2017","data.Saskatchewan","data.Females","data.55 to 64 years",47,14.53
"2017","data.Saskatchewan","data.Females","data.55 years and over",47,11.63
"2017","data.Saskatchewan","data.Females","data.65 years and over",47,0
"2017","data.Saskatchewan","data.Males","data.15 to 24 years",47,18.25
"2017","data.Saskatchewan","data.Males","data.15 years and over",47,25.98
"2017","data.Saskatchewan","data.Males","data.25 to 44 years",47,42.42
"2017","data.Saskatchewan","data.Males","data.25 to 54 years",47,44.94
"2017","data.Saskatchewan","data.Males","data.25 years and over",47,28.21
"2017","data.Saskatchewan","data.Males","data.45 years and over",47,17.83
"2017","data.Saskatchewan","data.Males","data.55 to 64 years",47,13.46
"2017","data.Saskatchewan","data.Males","data.55 years and over",47,10.38
"2017","data.Saskatchewan","data.Males","data.65 years and over",47,0
"2018","data.Alberta","data.Both sexes","data.15 to 24 years",48,22.75
"2018","data.Alberta","data.Both sexes","data.15 years and over",48,24.86
"2018","data.Alberta","data.Both sexes","data.25 to 44 years",48,29.02
"2018","data.Alberta","data.Both sexes","data.25 to 54 years",48,30.57
"2018","data.Alberta","data.Both sexes","data.25 years and over",48,25.81
"2018","data.Alberta","data.Both sexes","data.45 years and over",48,22.87
"2018","data.Alberta","data.Both sexes","data.55 to 64 years",48,19.31
"2018","data.Alberta","data.Both sexes","data.55 years and over",48,16.6
"2018","data.Alberta","data.Both sexes","data.65 years and over",48,5.13
"2018","data.Alberta","data.Females","data.15 to 24 years",48,22.19
"2018","data.Alberta","data.Females","data.15 years and over",48,22.67
"2018","data.Alberta","data.Females","data.25 to 44 years",48,24.81
"2018","data.Alberta","data.Females","data.25 to 54 years",48,26.22
"2018","data.Alberta","data.Females","data.25 years and over",48,22.85
"2018","data.Alberta","data.Females","data.45 years and over",48,20.74
"2018","data.Alberta","data.Females","data.55 to 64 years",48,12.95
"2018","data.Alberta","data.Females","data.55 years and over",48,10.63
"2018","data.Alberta","data.Females","data.65 years and over",48,0
"2018","data.Alberta","data.Males","data.15 to 24 years",48,20.87
"2018","data.Alberta","data.Males","data.15 years and over",48,29.46
"2018","data.Alberta","data.Males","data.25 to 44 years",48,40.49
"2018","data.Alberta","data.Males","data.25 to 54 years",48,45.5
"2018","data.Alberta","data.Males","data.25 years and over",48,33.25
"2018","data.Alberta","data.Males","data.45 years and over",48,25.59
"2018","data.Alberta","data.Males","data.55 to 64 years",48,16.84
"2018","data.Alberta","data.Males","data.55 years and over",48,16
"2018","data.Alberta","data.Males","data.65 years and over",48,0
"2018","data.British Columbia","data.Both sexes","data.15 to 24 years",59,12.38
"2018","data.British Columbia","data.Both sexes","data.15 years and over",59,17.56
"2018","data.British Columbia","data.Both sexes","data.25 to 44 years",59,24.15
"2018","data.British Columbia","data.Both sexes","data.25 to 54 years",59,24
"2018","data.British Columbia","data.Both sexes","data.25 years and over",59,19.92
"2018","data.British Columbia","data.Both sexes","data.45 years and over",59,16.89
"2018","data.British Columbia","data.Both sexes","data.55 to 64 years",59,16.59
"2018","data.British Columbia","data.Both sexes","data.55 years and over",59,13.16
"2018","data.British Columbia","data.Both sexes","data.65 years and over",59,4.41
"2018","data.British Columbia","data.Females","data.15 to 24 years",59,12.45
"2018","data.British Columbia","data.Females","data.15 years and over",59,15.73
"2018","data.British Columbia","data.Females","data.25 to 44 years",59,19.78
"2018","data.British Columbia","data.Females","data.25 to 54 years",59,19.75
"2018","data.British Columbia","data.Females","data.25 years and over",59,16.98
"2018","data.British Columbia","data.Females","data.45 years and over",59,14.73
"2018","data.British Columbia","data.Females","data.55 to 64 years",59,8.04
"2018","data.British Columbia","data.Females","data.55 years and over",59,8.68
"2018","data.British Columbia","data.Females","data.65 years and over",59,0
"2018","data.British Columbia","data.Males","data.15 to 24 years",59,10.96
"2018","data.British Columbia","data.Males","data.15 years and over",59,21.36
"2018","data.British Columbia","data.Males","data.25 to 44 years",59,33.33
"2018","data.British Columbia","data.Males","data.25 to 54 years",59,36.52
"2018","data.British Columbia","data.Males","data.25 years and over",59,26.8
"2018","data.British Columbia","data.Males","data.45 years and over",59,21.44
"2018","data.British Columbia","data.Males","data.55 to 64 years",59,14.44
"2018","data.British Columbia","data.Males","data.55 years and over",59,9.51
"2018","data.British Columbia","data.Males","data.65 years and over",59,0
"2018","data.Canada","data.Both sexes","data.15 to 24 years",,15.62
"2018","data.Canada","data.Both sexes","data.25 to 44 years",,30.93
"2018","data.Canada","data.Both sexes","data.25 to 54 years",,31.08
"2018","data.Canada","data.Both sexes","data.25 years and over",,25.06
"2018","data.Canada","data.Both sexes","data.45 years and over",,20.81
"2018","data.Canada","data.Both sexes","data.55 to 64 years",,19.97
"2018","data.Canada","data.Both sexes","data.55 years and over",,15.4
"2018","data.Canada","data.Both sexes","data.65 years and over",,7.88
"2018","data.Canada","data.Females","data.15 to 24 years",,15.58
"2018","data.Canada","data.Females","data.15 years and over",,20.84
"2018","data.Canada","data.Females","data.25 to 44 years",,27.24
"2018","data.Canada","data.Females","data.25 to 54 years",,27.46
"2018","data.Canada","data.Females","data.25 years and over",,23.14
"2018","data.Canada","data.Females","data.45 years and over",,19.87
"2018","data.Canada","data.Females","data.55 to 64 years",,17.71
"2018","data.Canada","data.Females","data.55 years and over",,14.72
"2018","data.Canada","data.Females","data.65 years and over",,5.51
"2018","data.Canada","data.Males","data.15 to 24 years",,15.64
"2018","data.Canada","data.Males","data.15 years and over",,23.51
"2018","data.Canada","data.Males","data.25 to 44 years",,41.13
"2018","data.Canada","data.Males","data.25 to 54 years",,41.74
"2018","data.Canada","data.Males","data.25 years and over",,29.45
"2018","data.Canada","data.Males","data.45 years and over",,22.69
"2018","data.Canada","data.Males","data.55 to 64 years",,25.02
"2018","data.Canada","data.Males","data.55 years and over",,16.5
"2018","data.Canada","data.Males","data.65 years and over",,7.64
"2018","data.Manitoba","data.Both sexes","data.15 to 24 years",46,19.22
"2018","data.Manitoba","data.Both sexes","data.15 years and over",46,22.91
"2018","data.Manitoba","data.Both sexes","data.25 to 44 years",46,31.36
"2018","data.Manitoba","data.Both sexes","data.25 to 54 years",46,31.59
"2018","data.Manitoba","data.Both sexes","data.25 years and over",46,24.97
"2018","data.Manitoba","data.Both sexes","data.45 years and over",46,19.91
"2018","data.Manitoba","data.Both sexes","data.55 to 64 years",46,17.55
"2018","data.Manitoba","data.Both sexes","data.55 years and over",46,14.73
"2018","data.Manitoba","data.Both sexes","data.65 years and over",46,5.34
"2018","data.Manitoba","data.Females","data.15 to 24 years",46,20.22
"2018","data.Manitoba","data.Females","data.15 years and over",46,21.97
"2018","data.Manitoba","data.Females","data.25 to 44 years",46,26.52
"2018","data.Manitoba","data.Females","data.25 to 54 years",46,27.2
"2018","data.Manitoba","data.Females","data.25 years and over",46,22.63
"2018","data.Manitoba","data.Females","data.45 years and over",46,19.3
"2018","data.Manitoba","data.Females","data.55 to 64 years",46,13.04
"2018","data.Manitoba","data.Females","data.55 years and over",46,11.27
"2018","data.Manitoba","data.Females","data.65 years and over",46,0
"2018","data.Manitoba","data.Males","data.15 to 24 years",46,16.23
"2018","data.Manitoba","data.Males","data.15 years and over",46,24.53
"2018","data.Manitoba","data.Males","data.25 to 44 years",46,41.76
"2018","data.Manitoba","data.Males","data.25 to 54 years",46,41.46
"2018","data.Manitoba","data.Males","data.25 years and over",46,30.67
"2018","data.Manitoba","data.Males","data.45 years and over",46,16.33
"2018","data.Manitoba","data.Males","data.55 to 64 years",46,16
"2018","data.Manitoba","data.Males","data.55 years and over",46,9.57
"2018","data.Manitoba","data.Males","data.65 years and over",46,0
"2018","data.New Brunswick","data.Both sexes","data.15 to 24 years",13,20.88
"2018","data.New Brunswick","data.Both sexes","data.15 years and over",13,23.17
"2018","data.New Brunswick","data.Both sexes","data.25 to 44 years",13,31.03
"2018","data.New Brunswick","data.Both sexes","data.25 to 54 years",13,31.43
"2018","data.New Brunswick","data.Both sexes","data.25 years and over",13,24.11
"2018","data.New Brunswick","data.Both sexes","data.45 years and over",13,20.45
"2018","data.New Brunswick","data.Both sexes","data.55 to 64 years",13,12.87
"2018","data.New Brunswick","data.Both sexes","data.55 years and over",13,9.32
"2018","data.New Brunswick","data.Both sexes","data.65 years and over",13,0
"2018","data.New Brunswick","data.Females","data.15 to 24 years",13,19.27
"2018","data.New Brunswick","data.Females","data.15 years and over",13,23.85
"2018","data.New Brunswick","data.Females","data.25 to 44 years",13,25
"2018","data.New Brunswick","data.Females","data.25 to 54 years",13,30.88
"2018","data.New Brunswick","data.Females","data.25 years and over",13,24.27
"2018","data.New Brunswick","data.Females","data.45 years and over",13,16.45
"2018","data.New Brunswick","data.Females","data.55 to 64 years",13,12.33
"2018","data.New Brunswick","data.Females","data.55 years and over",13,9.71
"2018","data.New Brunswick","data.Females","data.65 years and over",13,0
"2018","data.New Brunswick","data.Males","data.15 to 24 years",13,13.51
"2018","data.New Brunswick","data.Males","data.15 years and over",13,21.76
"2018","data.New Brunswick","data.Males","data.25 to 44 years",13,20.69
"2018","data.New Brunswick","data.Males","data.25 to 54 years",13,20.51
"2018","data.New Brunswick","data.Males","data.25 years and over",13,18.56
"2018","data.New Brunswick","data.Males","data.45 years and over",13,10.29
"2018","data.New Brunswick","data.Males","data.55 to 64 years",13,0
"2018","data.New Brunswick","data.Males","data.55 years and over",13,8.62
"2018","data.New Brunswick","data.Males","data.65 years and over",13,0
"2018","data.Newfoundland and Labrador","data.Both sexes","data.15 to 24 years",10,16.67
"2018","data.Newfoundland and Labrador","data.Both sexes","data.15 years and over",10,34.62
"2018","data.Newfoundland and Labrador","data.Both sexes","data.25 to 44 years",10,46.67
"2018","data.Newfoundland and Labrador","data.Both sexes","data.25 to 54 years",10,47.71
"2018","data.Newfoundland and Labrador","data.Both sexes","data.25 years and over",10,40.76
"2018","data.Newfoundland and Labrador","data.Both sexes","data.45 years and over",10,33.08
"2018","data.Newfoundland and Labrador","data.Both sexes","data.55 to 64 years",10,22.64
"2018","data.Newfoundland and Labrador","data.Both sexes","data.55 years and over",10,18.82
"2018","data.Newfoundland and Labrador","data.Both sexes","data.65 years and over",10,0
"2018","data.Newfoundland and Labrador","data.Females","data.15 to 24 years",10,10.96
"2018","data.Newfoundland and Labrador","data.Females","data.15 years and over",10,35.32
"2018","data.Newfoundland and Labrador","data.Females","data.25 to 44 years",10,34.29
"2018","data.Newfoundland and Labrador","data.Females","data.25 to 54 years",10,47.22
"2018","data.Newfoundland and Labrador","data.Females","data.25 years and over",10,41.1
"2018","data.Newfoundland and Labrador","data.Females","data.45 years and over",10,29.03
"2018","data.Newfoundland and Labrador","data.Females","data.55 to 64 years",10,23.08
"2018","data.Newfoundland and Labrador","data.Females","data.55 years and over",10,18.52
"2018","data.Newfoundland and Labrador","data.Females","data.65 years and over",10,0
"2018","data.Newfoundland and Labrador","data.Males","data.15 to 24 years",10,18.87
"2018","data.Newfoundland and Labrador","data.Males","data.15 years and over",10,31.01
"2018","data.Newfoundland and Labrador","data.Males","data.25 to 44 years",10,30.56
"2018","data.Newfoundland and Labrador","data.Males","data.25 to 54 years",10,35.56
"2018","data.Newfoundland and Labrador","data.Males","data.25 years and over",10,37.33
"2018","data.Newfoundland and Labrador","data.Males","data.45 years and over",10,22.5
"2018","data.Newfoundland and Labrador","data.Males","data.55 to 64 years",10,0
"2018","data.Newfoundland and Labrador","data.Males","data.55 years and over",10,20
"2018","data.Newfoundland and Labrador","data.Males","data.65 years and over",10,0
"2018","data.Nova Scotia","data.Both sexes","data.15 to 24 years",12,21.9
"2018","data.Nova Scotia","data.Both sexes","data.15 years and over",12,25.06
"2018","data.Nova Scotia","data.Both sexes","data.25 to 44 years",12,32.29
"2018","data.Nova Scotia","data.Both sexes","data.25 to 54 years",12,33.89
"2018","data.Nova Scotia","data.Both sexes","data.25 years and over",12,26.7
"2018","data.Nova Scotia","data.Both sexes","data.45 years and over",12,23.51
"2018","data.Nova Scotia","data.Both sexes","data.55 to 64 years",12,15.17
"2018","data.Nova Scotia","data.Both sexes","data.55 years and over",12,14.98
"2018","data.Nova Scotia","data.Both sexes","data.65 years and over",12,8.54
"2018","data.Nova Scotia","data.Females","data.15 to 24 years",12,20.13
"2018","data.Nova Scotia","data.Females","data.15 years and over",12,24.9
"2018","data.Nova Scotia","data.Females","data.25 to 44 years",12,29.08
"2018","data.Nova Scotia","data.Females","data.25 to 54 years",12,31.72
"2018","data.Nova Scotia","data.Females","data.25 years and over",12,27
"2018","data.Nova Scotia","data.Females","data.45 years and over",12,23.87
"2018","data.Nova Scotia","data.Females","data.55 to 64 years",12,15.62
"2018","data.Nova Scotia","data.Females","data.55 years and over",12,13.24
"2018","data.Nova Scotia","data.Females","data.65 years and over",12,0
"2018","data.Nova Scotia","data.Males","data.15 to 24 years",12,20.87
"2018","data.Nova Scotia","data.Males","data.15 years and over",12,25
"2018","data.Nova Scotia","data.Males","data.25 to 44 years",12,29.41
"2018","data.Nova Scotia","data.Males","data.25 to 54 years",12,32.43
"2018","data.Nova Scotia","data.Males","data.25 years and over",12,22.42
"2018","data.Nova Scotia","data.Males","data.45 years and over",12,19.3
"2018","data.Nova Scotia","data.Males","data.55 to 64 years",12,16.33
"2018","data.Nova Scotia","data.Males","data.55 years and over",12,12.09
"2018","data.Nova Scotia","data.Males","data.65 years and over",12,0
"2018","data.Ontario","data.Both sexes","data.15 to 24 years",35,17.35
"2018","data.Ontario","data.Both sexes","data.15 years and over",35,24.02
"2018","data.Ontario","data.Both sexes","data.25 to 44 years",35,34.69
"2018","data.Ontario","data.Both sexes","data.25 to 54 years",35,34.45
"2018","data.Ontario","data.Both sexes","data.25 years and over",35,27.85
"2018","data.Ontario","data.Both sexes","data.45 years and over",35,22.86
"2018","data.Ontario","data.Both sexes","data.55 to 64 years",35,22.89
"2018","data.Ontario","data.Both sexes","data.55 years and over",35,17.21
"2018","data.Ontario","data.Both sexes","data.65 years and over",35,6.96
"2018","data.Ontario","data.Females","data.15 to 24 years",35,17.1
"2018","data.Ontario","data.Females","data.15 years and over",35,23.11
"2018","data.Ontario","data.Females","data.25 to 44 years",35,30.68
"2018","data.Ontario","data.Females","data.25 to 54 years",35,30.52
"2018","data.Ontario","data.Females","data.25 years and over",35,25.85
"2018","data.Ontario","data.Females","data.45 years and over",35,22.19
"2018","data.Ontario","data.Females","data.55 to 64 years",35,20.8
"2018","data.Ontario","data.Females","data.55 years and over",35,16.97
"2018","data.Ontario","data.Females","data.65 years and over",35,7.26
"2018","data.Ontario","data.Males","data.15 to 24 years",35,17.66
"2018","data.Ontario","data.Males","data.15 years and over",35,25.65
"2018","data.Ontario","data.Males","data.25 to 44 years",35,44.65
"2018","data.Ontario","data.Males","data.25 to 54 years",35,45.17
"2018","data.Ontario","data.Males","data.25 years and over",35,32.22
"2018","data.Ontario","data.Males","data.45 years and over",35,24.25
"2018","data.Ontario","data.Males","data.55 to 64 years",35,27.36
"2018","data.Ontario","data.Males","data.55 years and over",35,17.77
"2018","data.Ontario","data.Males","data.65 years and over",35,6.67
"2018","data.Prince Edward Island","data.Both sexes","data.15 to 24 years",11,20
"2018","data.Prince Edward Island","data.Both sexes","data.15 years and over",11,26.23
"2018","data.Prince Edward Island","data.Both sexes","data.25 to 44 years",11,28.57
"2018","data.Prince Edward Island","data.Both sexes","data.25 to 54 years",11,38.1
"2018","data.Prince Edward Island","data.Both sexes","data.25 years and over",11,29.87
"2018","data.Prince Edward Island","data.Both sexes","data.45 years and over",11,25
"2018","data.Prince Edward Island","data.Both sexes","data.55 to 64 years",11,15.79
"2018","data.Prince Edward Island","data.Both sexes","data.55 years and over",11,11.43
"2018","data.Prince Edward Island","data.Both sexes","data.65 years and over",11,0
"2018","data.Prince Edward Island","data.Females","data.15 to 24 years",11,14.29
"2018","data.Prince Edward Island","data.Females","data.15 years and over",11,26.83
"2018","data.Prince Edward Island","data.Females","data.25 to 44 years",11,27.27
"2018","data.Prince Edward Island","data.Females","data.25 to 54 years",11,27.27
"2018","data.Prince Edward Island","data.Females","data.25 years and over",11,31.48
"2018","data.Prince Edward Island","data.Females","data.45 years and over",11,19.35
"2018","data.Prince Edward Island","data.Females","data.55 to 64 years",11,15.38
"2018","data.Prince Edward Island","data.Females","data.55 years and over",11,14.29
"2018","data.Prince Edward Island","data.Females","data.65 years and over",11,0
"2018","data.Prince Edward Island","data.Males","data.15 to 24 years",11,11.76
"2018","data.Prince Edward Island","data.Males","data.15 years and over",11,22.5
"2018","data.Prince Edward Island","data.Males","data.25 to 44 years",11,0
"2018","data.Prince Edward Island","data.Males","data.25 to 54 years",11,22.22
"2018","data.Prince Edward Island","data.Males","data.25 years and over",11,26.09
"2018","data.Prince Edward Island","data.Males","data.45 years and over",11,17.65
"2018","data.Prince Edward Island","data.Males","data.55 to 64 years",11,0
"2018","data.Prince Edward Island","data.Males","data.55 years and over",11,14.29
"2018","data.Prince Edward Island","data.Males","data.65 years and over",11,0
"2018","data.Quebec","data.Both sexes","data.15 to 24 years",24,9.54
"2018","data.Quebec","data.Both sexes","data.15 years and over",24,17.86
"2018","data.Quebec","data.Both sexes","data.25 to 44 years",24,29.44
"2018","data.Quebec","data.Both sexes","data.25 to 54 years",24,29.43
"2018","data.Quebec","data.Both sexes","data.25 years and over",24,22.89
"2018","data.Quebec","data.Both sexes","data.45 years and over",24,18.45
"2018","data.Quebec","data.Both sexes","data.55 to 64 years",24,16.03
"2018","data.Quebec","data.Both sexes","data.55 years and over",24,12.89
"2018","data.Quebec","data.Both sexes","data.65 years and over",24,3.38
"2018","data.Quebec","data.Females","data.15 to 24 years",24,9.94
"2018","data.Quebec","data.Females","data.15 years and over",24,18.05
"2018","data.Quebec","data.Females","data.25 to 44 years",24,27.63
"2018","data.Quebec","data.Females","data.25 to 54 years",24,27.29
"2018","data.Quebec","data.Females","data.25 years and over",24,22.18
"2018","data.Quebec","data.Females","data.45 years and over",24,18.07
"2018","data.Quebec","data.Females","data.55 to 64 years",24,14.22
"2018","data.Quebec","data.Females","data.55 years and over",24,12.32
"2018","data.Quebec","data.Females","data.65 years and over",24,0
"2018","data.Quebec","data.Males","data.15 to 24 years",24,8.98
"2018","data.Quebec","data.Males","data.15 years and over",24,17.51
"2018","data.Quebec","data.Males","data.25 to 44 years",24,34.67
"2018","data.Quebec","data.Males","data.25 to 54 years",24,35.7
"2018","data.Quebec","data.Males","data.25 years and over",24,24.47
"2018","data.Quebec","data.Males","data.45 years and over",24,19.35
"2018","data.Quebec","data.Males","data.55 to 64 years",24,13.45
"2018","data.Quebec","data.Males","data.55 years and over",24,13.74
"2018","data.Quebec","data.Males","data.65 years and over",24,0
"2018","data.Saskatchewan","data.Both sexes","data.15 to 24 years",47,19.64
"2018","data.Saskatchewan","data.Both sexes","data.15 years and over",47,23.21
"2018","data.Saskatchewan","data.Both sexes","data.25 to 44 years",47,32.73
"2018","data.Saskatchewan","data.Both sexes","data.25 to 54 years",47,33.51
"2018","data.Saskatchewan","data.Both sexes","data.25 years and over",47,25.07
"2018","data.Saskatchewan","data.Both sexes","data.45 years and over",47,19.55
"2018","data.Saskatchewan","data.Both sexes","data.55 to 64 years",47,13.94
"2018","data.Saskatchewan","data.Both sexes","data.55 years and over",47,12.46
"2018","data.Saskatchewan","data.Both sexes","data.65 years and over",47,5.65
"2018","data.Saskatchewan","data.Females","data.15 to 24 years",47,21.47
"2018","data.Saskatchewan","data.Females","data.15 years and over",47,22.37
"2018","data.Saskatchewan","data.Females","data.25 to 44 years",47,27.62
"2018","data.Saskatchewan","data.Females","data.25 to 54 years",47,28.43
"2018","data.Saskatchewan","data.Females","data.25 years and over",47,23.16
"2018","data.Saskatchewan","data.Females","data.45 years and over",47,19.25
"2018","data.Saskatchewan","data.Females","data.55 to 64 years",47,8.62
"2018","data.Saskatchewan","data.Females","data.55 years and over",47,7.39
"2018","data.Saskatchewan","data.Females","data.65 years and over",47,0
"2018","data.Saskatchewan","data.Males","data.15 to 24 years",47,11.43
"2018","data.Saskatchewan","data.Males","data.15 years and over",47,24.56
"2018","data.Saskatchewan","data.Males","data.25 to 44 years",47,46.15
"2018","data.Saskatchewan","data.Males","data.25 to 54 years",47,44.71
"2018","data.Saskatchewan","data.Males","data.25 years and over",47,29.8
"2018","data.Saskatchewan","data.Males","data.45 years and over",47,12.78
"2018","data.Saskatchewan","data.Males","data.55 to 64 years",47,16.33
"2018","data.Saskatchewan","data.Males","data.55 years and over",47,10.62
"2018","data.Saskatchewan","data.Males","data.65 years and over",47,0
"2019","data.Alberta","data.Both sexes","data.15 to 24 years",48,20.37
"2019","data.Alberta","data.Both sexes","data.15 years and over",48,23.11
"2019","data.Alberta","data.Both sexes","data.25 to 44 years",48,26.61
"2019","data.Alberta","data.Both sexes","data.25 to 54 years",48,27.5
"2019","data.Alberta","data.Both sexes","data.25 years and over",48,24.31
"2019","data.Alberta","data.Both sexes","data.45 years and over",48,22.42
"2019","data.Alberta","data.Both sexes","data.55 to 64 years",48,24.03
"2019","data.Alberta","data.Both sexes","data.55 years and over",48,18.4
"2019","data.Alberta","data.Both sexes","data.65 years and over",48,6.65
"2019","data.Alberta","data.Females","data.15 to 24 years",48,19.09
"2019","data.Alberta","data.Females","data.15 years and over",48,20.71
"2019","data.Alberta","data.Females","data.25 to 44 years",48,22.56
"2019","data.Alberta","data.Females","data.25 to 54 years",48,23.81
"2019","data.Alberta","data.Females","data.25 years and over",48,21.23
"2019","data.Alberta","data.Females","data.45 years and over",48,19.87
"2019","data.Alberta","data.Females","data.55 to 64 years",48,12.24
"2019","data.Alberta","data.Females","data.55 years and over",48,10.25
"2019","data.Alberta","data.Females","data.65 years and over",48,0
"2019","data.Alberta","data.Males","data.15 to 24 years",48,21.78
"2019","data.Alberta","data.Males","data.15 years and over",48,28.21
"2019","data.Alberta","data.Males","data.25 to 44 years",48,37.25
"2019","data.Alberta","data.Males","data.25 to 54 years",48,36.9
"2019","data.Alberta","data.Males","data.25 years and over",48,32.5
"2019","data.Alberta","data.Males","data.45 years and over",48,25.45
"2019","data.Alberta","data.Males","data.55 to 64 years",48,29.05
"2019","data.Alberta","data.Males","data.55 years and over",48,18.78
"2019","data.Alberta","data.Males","data.65 years and over",48,7.54
"2019","data.British Columbia","data.Both sexes","data.15 to 24 years",59,12.63
"2019","data.British Columbia","data.Both sexes","data.15 years and over",59,16.28
"2019","data.British Columbia","data.Both sexes","data.25 to 44 years",59,20.24
"2019","data.British Columbia","data.Both sexes","data.25 to 54 years",59,21.4
"2019","data.British Columbia","data.Both sexes","data.25 years and over",59,17.85
"2019","data.British Columbia","data.Both sexes","data.45 years and over",59,16.11
"2019","data.British Columbia","data.Both sexes","data.55 to 64 years",59,14.86
"2019","data.British Columbia","data.Both sexes","data.55 years and over",59,12.15
"2019","data.British Columbia","data.Both sexes","data.65 years and over",59,4.75
"2019","data.British Columbia","data.Females","data.15 to 24 years",59,13.49
"2019","data.British Columbia","data.Females","data.15 years and over",59,14.88
"2019","data.British Columbia","data.Females","data.25 to 44 years",59,17.23
"2019","data.British Columbia","data.Females","data.25 to 54 years",59,17.86
"2019","data.British Columbia","data.Females","data.25 years and over",59,15.38
"2019","data.British Columbia","data.Females","data.45 years and over",59,13.79
"2019","data.British Columbia","data.Females","data.55 to 64 years",59,7.61
"2019","data.British Columbia","data.Females","data.55 years and over",59,7.89
"2019","data.British Columbia","data.Females","data.65 years and over",59,0
"2019","data.British Columbia","data.Males","data.15 to 24 years",59,10.13
"2019","data.British Columbia","data.Males","data.15 years and over",59,18.85
"2019","data.British Columbia","data.Males","data.25 to 44 years",59,25.4
"2019","data.British Columbia","data.Males","data.25 to 54 years",59,31.32
"2019","data.British Columbia","data.Males","data.25 years and over",59,23.23
"2019","data.British Columbia","data.Males","data.45 years and over",59,20.35
"2019","data.British Columbia","data.Males","data.55 to 64 years",59,17.05
"2019","data.British Columbia","data.Males","data.55 years and over",59,11.9
"2019","data.British Columbia","data.Males","data.65 years and over",59,5.99
"2019","data.Canada","data.Both sexes","data.15 to 24 years",,14.48
"2019","data.Canada","data.Both sexes","data.25 to 44 years",,27.53
"2019","data.Canada","data.Both sexes","data.25 to 54 years",,27.65
"2019","data.Canada","data.Both sexes","data.25 years and over",,22.22
"2019","data.Canada","data.Both sexes","data.45 years and over",,18.53
"2019","data.Canada","data.Both sexes","data.55 to 64 years",,19.32
"2019","data.Canada","data.Both sexes","data.55 years and over",,14.05
"2019","data.Canada","data.Both sexes","data.65 years and over",,6.44
"2019","data.Canada","data.Females","data.15 to 24 years",,14.48
"2019","data.Canada","data.Females","data.15 years and over",,18.46
"2019","data.Canada","data.Females","data.25 to 44 years",,23.76
"2019","data.Canada","data.Females","data.25 to 54 years",,24.27
"2019","data.Canada","data.Females","data.25 years and over",,20.28
"2019","data.Canada","data.Females","data.45 years and over",,17.59
"2019","data.Canada","data.Females","data.55 to 64 years",,16.79
